Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guam,GUM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,45,43,42,41,40,40,40,41,41,41,41,41,40,40,39,38,37,36,35,34,33,33,32,33,33,32,32,32,31,30,30,
High income,HIC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18297,17446,16716,16192,15791,15611,14969,14366,13558,12678,11888,11228,10655,10165,9727,9339,8985,8652,8305,7990,7737,8158,7285,7188,7122,7057,6977,6854,6696,6564,6373,6202,
"Hong Kong SAR, China",HKG,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,856,821,787,754,726,700,678,3761,643,629,616,605,595,585,576,568,557,545,534,522,509,498,486,475,462,449,436,422,408,396,382,
Heavily indebted poor countries (HIPC),HPC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301825,301472,302916,309090,331225,299584,296802,294144,293739,282891,277448,272565,267770,263224,258705,253145,248250,243464,240098,234953,241143,229104,225289,222991,221324,219615,217800,216602,215464,214682,212912,211516,
Croatia,HRV,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,130,85,79,73,78,62,57,52,48,45,43,41,40,38,36,34,32,30,28,27,27,27,27,27,27,27,27,27,27,27,27,
Haiti,HTI,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472,3447,3412,3373,3331,3280,3211,3129,3034,2936,2829,2729,2639,2552,3001,2391,2318,2242,2167,2095,10909,1943,1878,1820,1763,1710,1663,1615,1574,1531,1491,1680,
Hungary,HUN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,150,144,139,135,130,126,121,116,111,105,98,91,84,78,73,69,66,63,61,59,57,54,53,52,50,47,45,42,40,39,38,
IBRD only,IBD,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574137,554741,543430,527476,512531,497614,479529,458822,437388,417883,395528,376460,358724,344249,344204,310405,295329,280549,269973,251446,236961,222596,208656,197408,184579,173819,163812,154582,145561,136653,128547,121286,
IDA & IBRD total,IBT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101749,1112049,1068209,1055507,1059788,1009920,984374,954085,924910,886757,852499,823369,797144,775635,772833,739105,708997,688309,693268,647376,635077,606064,588814,574732,559160,545827,531681,516951,505452,493588,480629,469634,
IDA total,IDA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527612,557308,524779,528031,547257,512306,504845,495263,487522,468874,456971,446909,438420,431386,428629,428700,413668,407760,423295,395930,398116,383468,380158,377324,374581,372008,367869,362369,359891,356935,352082,348348,
IDA blend,IDB,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124139,125834,127232,128250,128863,129162,129138,128911,128804,128121,127537,126920,126209,125502,125239,134842,125833,126576,127315,128014,128476,128886,129157,129550,130009,130388,130602,130406,129630,128960,126913,124922,
Indonesia,IDN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39820,38059,36249,34538,32914,31424,30130,28966,27801,26700,25694,24782,23936,23129,40102,21413,20552,19681,18881,18181,17591,17106,16694,16344,16011,15660,15279,14874,14415,13926,13438,12902,
IDA only,IDX,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403473,431474,397547,399781,418394,383144,375707,366352,358718,340753,329434,319989,312211,305884,303390,293858,287835,281184,295980,267916,269640,254582,251001,247774,244572,241620,237267,231963,230261,227975,225169,223426,
Isle of Man,IMN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304244,298894,293214,286713,279542,271592,263047,254337,245289,236217,227177,218096,208682,199338,189900,180404,171154,161750,151983,141810,131364,120519,109814,99782,90367,81587,73378,65771,58540,51802,45809,40922,
Not classified,INX,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,58,54,51,48,45,43,41,39,37,35,33,32,32,31,30,30,29,29,28,27,26,26,25,24,24,23,22,21,20,18,17,
"Iran, Islamic Rep.",IRN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12721,7095,6790,6427,6024,5654,5314,5009,4712,4396,4063,3728,3415,5203,2972,2892,2882,2913,2946,2946,2908,2834,2738,2643,2557,2539,2512,2450,2408,2379,2351,2313,
Iraq,IRQ,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315,3130,3039,2972,3000,2956,2922,2900,2881,2870,2863,2849,2831,2830,2823,2840,2855,2750,2683,2741,2774,2804,2848,2920,2967,2974,2988,3010,3030,3031,2992,2922,
Iceland,ISL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
Israel,ISR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,96,95,93,91,90,89,88,87,85,84,83,82,82,82,82,81,80,79,78,77,75,74,73,71,70,69,68,67,65,64,63,
Italy,ITA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,517,495,489,479,461,438,415,391,365,341,320,299,283,271,263,256,251,247,242,235,227,220,214,209,205,199,189,177,162,148,135,
Jamaica,JAM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,123,121,119,116,113,110,107,105,103,101,99,96,93,89,85,81,77,73,70,68,66,64,62,59,56,54,51,49,47,45,43,
Jordan,JOR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,302,304,307,309,311,311,312,315,318,322,326,327,324,319,311,303,321,313,309,304,303,304,299,334,369,384,378,369,360,347,332,
Japan,JPN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,1274,1222,1167,1102,1216,969,911,854,807,769,732,699,669,639,613,590,568,546,526,505,1190,471,457,444,431,417,401,385,370,356,342,
Kazakhstan,KAZ,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,1101,1129,1138,1123,1075,1018,938,852,769,720,674,633,598,568,545,526,510,495,482,474,471,474,482,489,493,494,491,486,479,473,467,
Kenya,KEN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8648,9005,9337,9629,9832,9966,9993,9926,9787,9594,9369,9148,8935,8720,8518,8324,8172,8068,7988,7929,7916,7930,7956,7997,8013,7942,7815,7591,7339,7051,6806,6603,
Kyrgyz Republic,KGZ,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,344,349,351,349,348,343,334,321,303,283,263,242,222,206,191,179,171,165,162,162,163,166,170,176,182,188,193,196,196,194,189,
Cambodia,KHM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6863,6792,6668,6513,6294,6025,5738,5444,5129,4599,4235,3839,3418,3043,2730,2455,2231,2058,1897,1736,1593,1468,1359,1267,1194,1133,1082,1036,996,960,926,892,
Kiribati,KIR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,19,19,18,18,18,18,17,17,17,17,18,18,18,18,18,17,17,16,17,17,17,17,18,18,18,17,17,17,
St. Kitts and Nevis,KNA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
"Korea, Rep.",KOR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058,1857,1656,1485,1345,1230,1136,1069,1006,940,872,804,735,667,604,548,496,441,390,343,302,270,245,227,213,203,196,189,181,174,167,158,
Kuwait,KWT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,52,70,67,63,63,62,59,55,53,51,50,50,50,49,48,48,48,47,47,48,49,50,52,55,53,58,57,59,60,60,57,
Latin America & Caribbean (excluding high income),LAC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808,29570,28423,27391,26459,25613,24819,24065,27241,22610,21890,21312,20515,19897,19855,19114,18305,17789,17242,16716,24977,15511,14965,14455,13992,13569,13228,12798,12401,11986,11561,11345,
Lao PDR,LAO,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863,3712,3574,3430,3288,3148,3017,2882,2742,2597,2438,2266,2091,1921,1760,1617,1484,1356,1232,1113,1003,903,817,739,669,605,548,501,463,433,410,391,
Lebanon,LBN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,253,247,240,234,228,223,216,208,199,188,178,167,157,148,140,133,126,121,116,111,105,101,100,110,114,115,116,118,118,117,112,
Liberia,LBR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471,1077,1134,1173,1184,1125,1158,1139,1277,1321,1340,1332,1328,1509,1266,1261,1292,1310,1323,1316,1313,1320,1336,1347,1580,1632,1375,1382,1387,1379,1362,1338,
Libya,LBY,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,567,546,522,494,462,427,395,364,335,310,292,276,262,252,244,238,231,226,222,219,377,207,203,198,194,190,184,176,170,163,155,
St. Lucia,LCA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,
Latin America & Caribbean,LCN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32662,31385,30205,29145,28190,27321,26504,25726,28881,24232,23500,22912,22105,21469,21406,20638,19794,19240,18652,18086,26350,16816,16253,15736,15276,14852,14503,14208,13789,13234,12740,12500,
Least developed countries: UN classification,LDC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396226,422985,391816,392741,412034,377381,370330,361665,350679,336986,326018,316797,309118,302802,297022,290215,283749,276575,290853,261249,263637,248005,240848,235581,231741,229718,225748,223540,222003,220082,217410,215984,
Low income,LIC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258796,258683,260405,266801,288945,257331,254873,252776,248745,241907,236480,231519,226662,222071,216958,211929,207041,202236,198763,193423,190373,186937,185677,184427,182805,180306,177930,173744,173199,172117,170602,169856,
Liechtenstein,LIE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,1176,1085,1012,957,917,888,867,845,815,776,730,684,641,3683,586,577,578,581,1656,569,541,500,453,406,362,326,298,276,258,241,227,
Lower middle income,LMC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684524,699826,657680,642786,629664,615433,599091,580091,564427,540304,521531,504224,487943,475555,481428,457003,435746,423541,431246,397691,391136,367867,353950,342621,329991,320307,309640,300063,290233,280913,270778,261916,
Low & middle income,LMY,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100094,1110774,1067363,1054947,1059407,1009644,984239,954134,925203,887223,852934,823605,797129,775418,772492,738715,708614,687957,692950,647085,634744,605746,588443,574303,558750,545276,531099,516207,504714,493014,480074,469084,
Lesotho,LSO,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,458,455,453,448,442,434,425,411,397,383,370,358,347,336,325,314,307,299,294,289,283,277,272,266,261,258,254,251,247,242,238,
Late-demographic dividend,LTE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145746,141093,136908,132922,129207,125123,118506,109169,99352,89965,80614,72728,66659,61374,60480,52870,49628,46804,48439,43330,40284,38403,36960,35816,34895,33973,33126,32363,31550,30562,29527,28449,
Lithuania,LTU,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,131,129,125,119,112,104,97,89,81,73,66,60,54,50,47,43,39,36,33,30,28,26,25,24,23,22,22,21,19,18,18,
Luxembourg,LUX,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,
Latvia,LVA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,114,113,108,101,94,85,77,68,61,53,47,41,36,33,31,29,28,27,25,24,22,21,20,19,17,16,14,13,11,11,10,
"Macao SAR, China",MAC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,3923,3727,3523,3318,3117,2946,2790,2644,2504,2366,2225,2091,1970,1858,1760,1671,1586,1506,1435,1372,1317,1274,1237,1208,1178,1152,1131,1108,1079,1051,1014,
Monaco,MCO,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Moldova,MDA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,260,260,255,242,225,205,185,166,150,135,123,113,102,91,82,75,68,64,61,59,57,55,53,50,50,49,48,47,47,47,47,
Madagascar,MDG,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8203,8022,7861,7744,7678,7651,7656,7679,7704,7733,7769,7783,7771,7736,7668,7579,7492,7395,7311,7257,7239,7270,7360,7510,7725,7984,8286,8627,8987,9342,9670,9933,
Maldives,MDV,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,39,37,35,33,31,29,27,25,23,21,19,18,16,27,13,12,11,10,9,8,8,8,7,7,7,7,6,6,6,5,5,
Middle East & North Africa,MEA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45777,38964,37665,36262,34934,33541,32206,30919,29633,28356,27058,25751,24473,25610,22457,21852,21495,21231,21045,20995,20888,21145,24028,25445,25837,25052,24383,21081,21252,20868,20102,20268,
Mexico,MEX,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5574,5113,4736,4442,4223,4067,3950,3851,3755,3657,3551,3438,3332,3242,3171,3123,3095,3075,3050,3008,2942,2861,2777,2690,2612,2551,2500,2457,2412,2363,2314,2254,
Marshall Islands,MHL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,3,
Middle income,MIC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850828,861786,816782,798034,780437,762327,739420,711428,686532,655379,626485,602065,580370,563150,565223,536358,511021,495042,503390,462775,453411,427789,411705,398769,384791,373763,361883,351091,340048,329324,317777,307409,
North Macedonia,MKD,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,64,60,57,54,51,49,46,42,39,37,36,34,31,29,27,25,23,22,21,20,19,18,17,16,16,16,16,16,16,16,16,
Mali,MLI,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7835,7822,7802,7770,7732,7685,7630,7586,7533,7501,7479,7445,7426,7428,7463,7539,7648,7772,7912,8051,8200,8345,8474,8577,8676,8761,8837,8913,8964,8975,8961,8915,
Malta,MLT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Myanmar,MMR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22791,22207,21477,20547,19519,18498,17519,16587,15816,14986,14161,13295,12450,11579,10715,9877,9038,8210,28206,6546,5784,5068,4383,3777,3287,2940,2675,2471,2316,2176,2070,1974,
Middle East & North Africa (excluding high income),MNA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43575,36916,35651,34311,33073,31768,30506,29290,28065,26835,25578,24307,23063,24231,21113,20551,20240,20009,19883,19877,19814,20112,23022,24456,24856,24076,23407,20116,20300,19932,19183,19373,
Montenegro,MNE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,13,13,12,12,11,11,10,10,9,9,8,8,7,7,7,6,6,6,5,5,4,4,4,4,4,3,3,3,3,3,
Mongolia,MNG,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,387,388,385,376,360,337,307,274,239,207,178,157,140,128,119,112,107,104,100,97,95,96,99,104,109,112,113,114,113,113,111,
Northern Mariana Islands,MNP,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16494,15862,15251,14700,14398,14385,13950,13475,12950,12443,11975,11533,11147,10796,10465,10133,9806,9446,9092,8710,8376,8077,7840,7659,7542,7466,7401,7376,7330,7241,7135,7016,
Mauritania,MRT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,799,796,798,799,803,808,814,825,840,855,868,875,876,871,861,848,833,815,797,781,768,758,752,735,718,703,687,665,640,616,594,
Mauritius,MUS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,33,31,30,29,29,29,29,29,29,28,27,26,25,24,23,22,21,21,20,20,19,18,17,16,15,14,13,13,12,11,11,
Malawi,MWI,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7981,7829,7609,7420,7034,6532,6302,6105,5923,5760,5609,5481,5360,5261,5185,5114,5058,5017,4994,5003,5015,5027,5023,4985,4919,4831,4723,4603,4481,4355,4225,4101,
Malaysia,MYS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,995,966,936,908,884,865,850,836,824,813,807,797,783,764,743,722,703,685,669,655,642,632,625,615,600,581,556,522,485,445,403,
North America,NAC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317,4246,4186,4149,4125,4100,4058,3990,3893,3765,3615,3457,3311,3186,3074,2976,2891,2811,2737,2674,2617,2573,2567,2579,2595,2609,2610,2594,2563,2530,2506,2467,
Namibia,NAM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,340,344,351,361,375,393,409,422,432,436,432,427,422,416,411,406,400,394,386,380,377,378,382,389,397,404,410,414,413,410,407,
New Caledonia,NCL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12202,12203,12189,12176,12144,12123,12114,12116,12128,12156,12202,12263,12353,12475,12590,12688,12824,12970,13145,13344,13572,13832,14114,14443,14755,15076,15424,15743,16088,16406,16704,16964,
Nigeria,NGA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72203,72269,72180,71994,71798,71672,71686,71825,72050,72395,72672,72977,73212,73333,73604,74047,74610,75307,76038,76824,77434,78062,78620,79216,79882,80470,80963,81262,81209,80982,80293,79352,
Nicaragua,NIC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,613,598,582,565,548,529,510,1210,468,447,424,400,377,355,335,316,298,283,270,258,247,237,228,220,212,206,200,194,188,183,177,
Netherlands,NLD,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,155,152,150,148,146,143,140,136,132,127,122,116,111,106,102,99,95,91,87,83,78,75,71,68,66,64,62,60,58,56,54,
Norway,NOR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,46,44,44,43,43,43,42,41,40,38,37,35,34,32,31,29,28,27,25,24,23,23,22,22,21,21,20,19,18,17,16,
Nepal,NPL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10244,9921,9585,9226,8830,8426,8003,7569,7143,6722,6301,5879,5460,5048,4652,4287,3957,3653,3388,3154,2935,2740,2554,2378,2207,2905,1940,1842,1759,1692,1633,1586,
Nauru,NRU,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
New Zealand,NZL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,60,59,58,57,57,57,56,55,52,50,47,44,43,41,39,37,36,34,33,32,39,30,30,29,29,29,29,29,28,27,27,
OECD members,OED,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31446,30104,28833,27726,26743,26023,24994,24167,23299,23993,21491,20580,19693,18841,18007,17203,16417,15606,14775,13966,13242,13218,11933,11478,11100,10784,10493,10215,9926,9637,9382,9116,
Oman,OMN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,176,166,157,148,139,131,123,115,109,102,96,91,86,82,78,74,84,68,66,65,66,67,70,74,78,82,86,89,92,97,103,
Other small states,OSS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221,5239,5234,5165,5145,5121,5037,5073,4909,4840,4776,4670,4573,4469,4379,4273,4224,4107,4030,3955,3887,3826,3775,3729,3685,3635,3575,3504,3439,3367,3286,3208,
Pakistan,PAK,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27443,28459,29417,30109,30644,30895,30866,30626,30217,29748,29214,28637,28024,27500,27200,36540,27077,27176,27222,27186,27083,26908,26671,26497,26313,26177,26029,25808,25430,25033,24520,23883,
Panama,PAN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,153,151,150,148,146,144,141,138,136,133,131,129,127,126,125,125,125,125,125,125,125,124,123,121,119,117,115,114,112,111,109,
Peru,PER,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463,3330,3194,3063,2931,2792,2654,2517,2381,2249,2119,1994,1876,1765,1663,1569,1481,1398,1321,1252,1192,1143,1099,1056,1011,965,920,882,841,802,764,728,
Philippines,PHL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7499,8489,7074,6908,6767,6646,6537,6426,6293,6137,5969,5827,5718,5633,5571,5534,5511,5467,5415,5369,5340,5316,5285,6577,5262,5269,5294,5331,5371,5405,5416,5396,
Palau,PLW,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
Papua New Guinea,PNG,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,973,988,1004,1018,1032,1044,1056,1357,1081,1094,1107,1118,1129,1139,1149,1159,1168,1175,1181,1183,1184,1182,1178,1171,1163,1155,1143,1130,1115,1099,1079,
